image_id,question_type,question,answer,target_class,object_count,risk_level,epsilon_k,tau_k,view_quality_bin,scale_proxy,occlusion_score,truncation_score,density_score
0000276_00001_d_0000507,counting,How many car objects are in this area?,12,car,12,critical,0.82,3.0,medium,0.216757,0.490909,0.054545,55.0
0000276_00001_d_0000507,presence,Are there motor objects in this area?,yes,motor,1,normal,0.65,5.0,medium,0.216757,0.490909,0.054545,55.0
0000276_00001_d_0000507,counting,How many motor objects are in this area?,1,motor,1,normal,0.65,5.0,medium,0.216757,0.490909,0.054545,55.0
0000276_00001_d_0000507,presence,Are there pedestrian objects in this area?,yes,pedestrian,24,critical,0.82,3.0,medium,0.216757,0.490909,0.054545,55.0
0000276_00001_d_0000507,counting,How many pedestrian objects are in this area?,24,pedestrian,24,critical,0.82,3.0,medium,0.216757,0.490909,0.054545,55.0
0000276_00001_d_0000507,presence,Are there people objects in this area?,yes,people,4,normal,0.65,5.0,medium,0.216757,0.490909,0.054545,55.0
0000276_00001_d_0000507,counting,How many people objects are in this area?,4,people,4,normal,0.65,5.0,medium,0.216757,0.490909,0.054545,55.0
0000276_00001_d_0000507,presence,Are there tricycle objects in this area?,yes,tricycle,1,normal,0.65,5.0,medium,0.216757,0.490909,0.054545,55.0
0000276_00001_d_0000507,counting,How many tricycle objects are in this area?,1,tricycle,1,normal,0.65,5.0,medium,0.216757,0.490909,0.054545,55.0
0000276_00001_d_0000507,presence,Are there truck objects in this area?,yes,truck,5,normal,0.65,5.0,medium,0.216757,0.490909,0.054545,55.0
0000276_00001_d_0000507,counting,How many truck objects are in this area?,5,truck,5,normal,0.65,5.0,medium,0.216757,0.490909,0.054545,55.0
0000276_00001_d_0000507,presence,Are there van objects in this area?,yes,van,8,normal,0.65,5.0,medium,0.216757,0.490909,0.054545,55.0
0000276_00001_d_0000507,counting,How many van objects are in this area?,8,van,8,normal,0.65,5.0,medium,0.216757,0.490909,0.054545,55.0
0000276_00001_d_0000507,risk,Is this area crowded or blocked?,yes,scene,55,critical,0.82,3.0,medium,0.216757,0.490909,0.054545,55.0
0000276_00401_d_0000509,presence,Are there awning-tricycle objects in this area?,yes,awning-tricycle,1,normal,0.65,5.0,poor,0.122443,0.387097,0.064516,62.0
0000276_00401_d_0000509,counting,How many awning-tricycle objects are in this area?,1,awning-tricycle,1,normal,0.65,5.0,poor,0.122443,0.387097,0.064516,62.0
0000276_00401_d_0000509,presence,Are there car objects in this area?,yes,car,28,critical,0.82,3.0,poor,0.122443,0.387097,0.064516,62.0
0000276_00401_d_0000509,counting,How many car objects are in this area?,28,car,28,critical,0.82,3.0,poor,0.122443,0.387097,0.064516,62.0
0000276_00401_d_0000509,presence,Are there pedestrian objects in this area?,yes,pedestrian,19,critical,0.82,3.0,poor,0.122443,0.387097,0.064516,62.0
0000276_00401_d_0000509,counting,How many pedestrian objects are in this area?,19,pedestrian,19,critical,0.82,3.0,poor,0.122443,0.387097,0.064516,62.0
0000276_00401_d_0000509,presence,Are there people objects in this area?,yes,people,2,normal,0.65,5.0,poor,0.122443,0.387097,0.064516,62.0
0000276_00401_d_0000509,counting,How many people objects are in this area?,2,people,2,normal,0.65,5.0,poor,0.122443,0.387097,0.064516,62.0
0000276_00401_d_0000509,presence,Are there tricycle objects in this area?,yes,tricycle,2,normal,0.65,5.0,poor,0.122443,0.387097,0.064516,62.0
0000276_00401_d_0000509,counting,How many tricycle objects are in this area?,2,tricycle,2,normal,0.65,5.0,poor,0.122443,0.387097,0.064516,62.0
0000276_00401_d_0000509,presence,Are there truck objects in this area?,yes,truck,9,normal,0.65,5.0,poor,0.122443,0.387097,0.064516,62.0
0000276_00401_d_0000509,counting,How many truck objects are in this area?,9,truck,9,normal,0.65,5.0,poor,0.122443,0.387097,0.064516,62.0
0000276_00401_d_0000509,presence,Are there van objects in this area?,yes,van,1,normal,0.65,5.0,poor,0.122443,0.387097,0.064516,62.0
0000276_00401_d_0000509,counting,How many van objects are in this area?,1,van,1,normal,0.65,5.0,poor,0.122443,0.387097,0.064516,62.0
0000276_00401_d_0000509,risk,Is this area crowded or blocked?,yes,scene,62,critical,0.82,3.0,poor,0.122443,0.387097,0.064516,62.0
0000276_00601_d_0000510,presence,Are there awning-tricycle objects in this area?,yes,awning-tricycle,2,normal,0.65,5.0,medium,0.203836,0.486486,0.0,37.0
0000276_00601_d_0000510,counting,How many awning-tricycle objects are in this area?,2,awning-tricycle,2,normal,0.65,5.0,medium,0.203836,0.486486,0.0,37.0
0000276_00601_d_0000510,presence,Are there car objects in this area?,yes,car,14,critical,0.82,3.0,medium,0.203836,0.486486,0.0,37.0
0000276_00601_d_0000510,counting,How many car objects are in this area?,14,car,14,critical,0.82,3.0,medium,0.203836,0.486486,0.0,37.0
0000276_00601_d_0000510,presence,Are there pedestrian objects in this area?,yes,pedestrian,11,critical,0.82,3.0,medium,0.203836,0.486486,0.0,37.0
0000276_00601_d_0000510,counting,How many pedestrian objects are in this area?,11,pedestrian,11,critical,0.82,3.0,medium,0.203836,0.486486,0.0,37.0
0000276_00601_d_0000510,presence,Are there people objects in this area?,yes,people,1,normal,0.65,5.0,medium,0.203836,0.486486,0.0,37.0
0000276_00601_d_0000510,counting,How many people objects are in this area?,1,people,1,normal,0.65,5.0,medium,0.203836,0.486486,0.0,37.0
0000276_00601_d_0000510,presence,Are there truck objects in this area?,yes,truck,9,normal,0.65,5.0,medium,0.203836,0.486486,0.0,37.0
0000276_00601_d_0000510,counting,How many truck objects are in this area?,9,truck,9,normal,0.65,5.0,medium,0.203836,0.486486,0.0,37.0
0000276_00601_d_0000510,risk,Is this area crowded or blocked?,yes,scene,37,critical,0.82,3.0,medium,0.203836,0.486486,0.0,37.0
0000276_01001_d_0000512,presence,Are there bus objects in this area?,yes,bus,1,normal,0.65,5.0,poor,0.133063,0.363636,0.022727,44.0
0000276_01001_d_0000512,counting,How many bus objects are in this area?,1,bus,1,normal,0.65,5.0,poor,0.133063,0.363636,0.022727,44.0
0000276_01001_d_0000512,presence,Are there car objects in this area?,yes,car,18,critical,0.82,3.0,poor,0.133063,0.363636,0.022727,44.0
0000276_01001_d_0000512,counting,How many car objects are in this area?,18,car,18,critical,0.82,3.0,poor,0.133063,0.363636,0.022727,44.0
0000276_01001_d_0000512,presence,Are there motor objects in this area?,yes,motor,1,normal,0.65,5.0,poor,0.133063,0.363636,0.022727,44.0
0000276_01001_d_0000512,counting,How many motor objects are in this area?,1,motor,1,normal,0.65,5.0,poor,0.133063,0.363636,0.022727,44.0
0000276_01001_d_0000512,presence,Are there pedestrian objects in this area?,yes,pedestrian,4,normal,0.65,5.0,poor,0.133063,0.363636,0.022727,44.0
0000276_01001_d_0000512,counting,How many pedestrian objects are in this area?,4,pedestrian,4,normal,0.65,5.0,poor,0.133063,0.363636,0.022727,44.0
0000276_01001_d_0000512,presence,Are there people objects in this area?,yes,people,4,normal,0.65,5.0,poor,0.133063,0.363636,0.022727,44.0
0000276_01001_d_0000512,counting,How many people objects are in this area?,4,people,4,normal,0.65,5.0,poor,0.133063,0.363636,0.022727,44.0
0000276_01001_d_0000512,presence,Are there tricycle objects in this area?,yes,tricycle,1,normal,0.65,5.0,poor,0.133063,0.363636,0.022727,44.0
0000276_01001_d_0000512,counting,How many tricycle objects are in this area?,1,tricycle,1,normal,0.65,5.0,poor,0.133063,0.363636,0.022727,44.0
0000276_01001_d_0000512,presence,Are there truck objects in this area?,yes,truck,9,normal,0.65,5.0,poor,0.133063,0.363636,0.022727,44.0
0000276_01001_d_0000512,counting,How many truck objects are in this area?,9,truck,9,normal,0.65,5.0,poor,0.133063,0.363636,0.022727,44.0
0000276_01001_d_0000512,presence,Are there van objects in this area?,yes,van,4,normal,0.65,5.0,poor,0.133063,0.363636,0.022727,44.0
0000276_01001_d_0000512,counting,How many van objects are in this area?,4,van,4,normal,0.65,5.0,poor,0.133063,0.363636,0.022727,44.0
0000276_01001_d_0000512,risk,Is this area crowded or blocked?,yes,scene,44,critical,0.82,3.0,poor,0.133063,0.363636,0.022727,44.0
0000276_01201_d_0000513,presence,Are there car objects in this area?,yes,car,11,critical,0.82,3.0,medium,0.21462,0.344828,0.0,29.0
0000276_01201_d_0000513,counting,How many car objects are in this area?,11,car,11,critical,0.82,3.0,medium,0.21462,0.344828,0.0,29.0
0000276_01201_d_0000513,presence,Are there pedestrian objects in this area?,yes,pedestrian,6,normal,0.65,5.0,medium,0.21462,0.344828,0.0,29.0
0000276_01201_d_0000513,counting,How many pedestrian objects are in this area?,6,pedestrian,6,normal,0.65,5.0,medium,0.21462,0.344828,0.0,29.0
0000276_01201_d_0000513,presence,Are there people objects in this area?,yes,people,1,normal,0.65,5.0,medium,0.21462,0.344828,0.0,29.0
0000276_01201_d_0000513,counting,How many people objects are in this area?,1,people,1,normal,0.65,5.0,medium,0.21462,0.344828,0.0,29.0
0000276_01201_d_0000513,presence,Are there truck objects in this area?,yes,truck,11,critical,0.82,3.0,medium,0.21462,0.344828,0.0,29.0
0000276_01201_d_0000513,counting,How many truck objects are in this area?,11,truck,11,critical,0.82,3.0,medium,0.21462,0.344828,0.0,29.0
0000276_01201_d_0000513,risk,Is this area crowded or blocked?,yes,scene,29,critical,0.82,3.0,medium,0.21462,0.344828,0.0,29.0
0000276_01401_d_0000514,presence,Are there awning-tricycle objects in this area?,yes,awning-tricycle,1,normal,0.65,5.0,good,0.405459,0.52,0.04,25.0
0000276_01401_d_0000514,counting,How many awning-tricycle objects are in this area?,1,awning-tricycle,1,normal,0.65,5.0,good,0.405459,0.52,0.04,25.0
0000276_01401_d_0000514,presence,Are there car objects in this area?,yes,car,3,normal,0.65,5.0,good,0.405459,0.52,0.04,25.0
0000276_01401_d_0000514,counting,How many car objects are in this area?,3,car,3,normal,0.65,5.0,good,0.405459,0.52,0.04,25.0
0000276_01401_d_0000514,presence,Are there pedestrian objects in this area?,yes,pedestrian,5,normal,0.65,5.0,good,0.405459,0.52,0.04,25.0
0000276_01401_d_0000514,counting,How many pedestrian objects are in this area?,5,pedestrian,5,normal,0.65,5.0,good,0.405459,0.52,0.04,25.0
0000276_01401_d_0000514,presence,Are there truck objects in this area?,yes,truck,12,critical,0.82,3.0,good,0.405459,0.52,0.04,25.0
0000276_01401_d_0000514,counting,How many truck objects are in this area?,12,truck,12,critical,0.82,3.0,good,0.405459,0.52,0.04,25.0
0000276_01401_d_0000514,presence,Are there van objects in this area?,yes,van,4,normal,0.65,5.0,good,0.405459,0.52,0.04,25.0
0000276_01401_d_0000514,counting,How many van objects are in this area?,4,van,4,normal,0.65,5.0,good,0.405459,0.52,0.04,25.0
0000276_01401_d_0000514,risk,Is this area crowded or blocked?,yes,scene,25,critical,0.82,3.0,good,0.405459,0.52,0.04,25.0
0000276_01801_d_0000516,presence,Are there bus objects in this area?,yes,bus,1,normal,0.65,5.0,medium,0.199266,0.333333,0.0,21.0
0000276_01801_d_0000516,counting,How many bus objects are in this area?,1,bus,1,normal,0.65,5.0,medium,0.199266,0.333333,0.0,21.0
0000276_01801_d_0000516,presence,Are there car objects in this area?,yes,car,3,normal,0.65,5.0,medium,0.199266,0.333333,0.0,21.0
0000276_01801_d_0000516,counting,How many car objects are in this area?,3,car,3,normal,0.65,5.0,medium,0.199266,0.333333,0.0,21.0
0000276_01801_d_0000516,presence,Are there pedestrian objects in this area?,yes,pedestrian,2,normal,0.65,5.0,medium,0.199266,0.333333,0.0,21.0
0000276_01801_d_0000516,counting,How many pedestrian objects are in this area?,2,pedestrian,2,normal,0.65,5.0,medium,0.199266,0.333333,0.0,21.0
0000276_01801_d_0000516,presence,Are there truck objects in this area?,yes,truck,7,normal,0.65,5.0,medium,0.199266,0.333333,0.0,21.0
0000276_01801_d_0000516,counting,How many truck objects are in this area?,7,truck,7,normal,0.65,5.0,medium,0.199266,0.333333,0.0,21.0
0000276_01801_d_0000516,presence,Are there van objects in this area?,yes,van,8,normal,0.65,5.0,medium,0.199266,0.333333,0.0,21.0
0000276_01801_d_0000516,counting,How many van objects are in this area?,8,van,8,normal,0.65,5.0,medium,0.199266,0.333333,0.0,21.0
0000276_01801_d_0000516,risk,Is this area crowded or blocked?,yes,scene,21,critical,0.82,3.0,medium,0.199266,0.333333,0.0,21.0
0000276_02001_d_0000517,presence,Are there bus objects in this area?,yes,bus,1,normal,0.65,5.0,poor,0.082051,0.333333,0.0,15.0
0000276_02001_d_0000517,counting,How many bus objects are in this area?,1,bus,1,normal,0.65,5.0,poor,0.082051,0.333333,0.0,15.0
0000276_02001_d_0000517,presence,Are there car objects in this area?,yes,car,8,normal,0.65,5.0,poor,0.082051,0.333333,0.0,15.0
0000276_02001_d_0000517,counting,How many car objects are in this area?,8,car,8,normal,0.65,5.0,poor,0.082051,0.333333,0.0,15.0
0000276_02001_d_0000517,presence,Are there pedestrian objects in this area?,yes,pedestrian,2,normal,0.65,5.0,poor,0.082051,0.333333,0.0,15.0
0000276_02001_d_0000517,counting,How many pedestrian objects are in this area?,2,pedestrian,2,normal,0.65,5.0,poor,0.082051,0.333333,0.0,15.0
0000276_02001_d_0000517,presence,Are there truck objects in this area?,yes,truck,1,normal,0.65,5.0,poor,0.082051,0.333333,0.0,15.0
0000276_02001_d_0000517,counting,How many truck objects are in this area?,1,truck,1,normal,0.65,5.0,poor,0.082051,0.333333,0.0,15.0
0000276_02001_d_0000517,presence,Are there van objects in this area?,yes,van,3,normal,0.65,5.0,poor,0.082051,0.333333,0.0,15.0
0000276_02001_d_0000517,counting,How many van objects are in this area?,3,van,3,normal,0.65,5.0,poor,0.082051,0.333333,0.0,15.0
0000276_02001_d_0000517,risk,Is this area crowded or blocked?,yes,scene,15,critical,0.82,3.0,poor,0.082051,0.333333,0.0,15.0
0000276_02201_d_0000518,presence,Are there car objects in this area?,yes,car,21,critical,0.82,3.0,medium,0.212694,0.317073,0.02439,41.0
0000276_02201_d_0000518,counting,How many car objects are in this area?,21,car,21,critical,0.82,3.0,medium,0.212694,0.317073,0.02439,41.0
0000276_02201_d_0000518,presence,Are there motor objects in this area?,yes,motor,1,normal,0.65,5.0,medium,0.212694,0.317073,0.02439,41.0
0000276_02201_d_0000518,counting,How many motor objects are in this area?,1,motor,1,normal,0.65,5.0,medium,0.212694,0.317073,0.02439,41.0
0000276_02201_d_0000518,presence,Are there pedestrian objects in this area?,yes,pedestrian,3,normal,0.65,5.0,medium,0.212694,0.317073,0.02439,41.0
0000276_02201_d_0000518,counting,How many pedestrian objects are in this area?,3,pedestrian,3,normal,0.65,5.0,medium,0.212694,0.317073,0.02439,41.0
0000276_02201_d_0000518,presence,Are there people objects in this area?,yes,people,1,normal,0.65,5.0,medium,0.212694,0.317073,0.02439,41.0
0000276_02201_d_0000518,counting,How many people objects are in this area?,1,people,1,normal,0.65,5.0,medium,0.212694,0.317073,0.02439,41.0
0000276_02201_d_0000518,presence,Are there truck objects in this area?,yes,truck,15,critical,0.82,3.0,medium,0.212694,0.317073,0.02439,41.0
0000276_02201_d_0000518,counting,How many truck objects are in this area?,15,truck,15,critical,0.82,3.0,medium,0.212694,0.317073,0.02439,41.0
0000276_02201_d_0000518,risk,Is this area crowded or blocked?,yes,scene,41,critical,0.82,3.0,medium,0.212694,0.317073,0.02439,41.0
0000276_02401_d_0000519,presence,Are there car objects in this area?,yes,car,29,critical,0.82,3.0,medium,0.173173,0.395833,0.041667,48.0
0000276_02401_d_0000519,counting,How many car objects are in this area?,29,car,29,critical,0.82,3.0,medium,0.173173,0.395833,0.041667,48.0
0000276_02401_d_0000519,presence,Are there pedestrian objects in this area?,yes,pedestrian,4,normal,0.65,5.0,medium,0.173173,0.395833,0.041667,48.0
0000276_02401_d_0000519,counting,How many pedestrian objects are in this area?,4,pedestrian,4,normal,0.65,5.0,medium,0.173173,0.395833,0.041667,48.0
0000276_02401_d_0000519,presence,Are there tricycle objects in this area?,yes,tricycle,1,normal,0.65,5.0,medium,0.173173,0.395833,0.041667,48.0
0000276_02401_d_0000519,counting,How many tricycle objects are in this area?,1,tricycle,1,normal,0.65,5.0,medium,0.173173,0.395833,0.041667,48.0
0000276_02401_d_0000519,presence,Are there truck objects in this area?,yes,truck,13,critical,0.82,3.0,medium,0.173173,0.395833,0.041667,48.0
0000276_02401_d_0000519,counting,How many truck objects are in this area?,13,truck,13,critical,0.82,3.0,medium,0.173173,0.395833,0.041667,48.0
0000276_02401_d_0000519,presence,Are there van objects in this area?,yes,van,1,normal,0.65,5.0,medium,0.173173,0.395833,0.041667,48.0
0000276_02401_d_0000519,counting,How many van objects are in this area?,1,van,1,normal,0.65,5.0,medium,0.173173,0.395833,0.041667,48.0
0000276_02401_d_0000519,risk,Is this area crowded or blocked?,yes,scene,48,critical,0.82,3.0,medium,0.173173,0.395833,0.041667,48.0
0000276_02601_d_0000520,presence,Are there bus objects in this area?,yes,bus,1,normal,0.65,5.0,poor,0.124469,0.15625,0.0,32.0
0000276_02601_d_0000520,counting,How many bus objects are in this area?,1,bus,1,normal,0.65,5.0,poor,0.124469,0.15625,0.0,32.0
0000276_02601_d_0000520,presence,Are there car objects in this area?,yes,car,19,critical,0.82,3.0,poor,0.124469,0.15625,0.0,32.0
0000276_02601_d_0000520,counting,How many car objects are in this area?,19,car,19,critical,0.82,3.0,poor,0.124469,0.15625,0.0,32.0
0000276_02601_d_0000520,presence,Are there pedestrian objects in this area?,yes,pedestrian,2,normal,0.65,5.0,poor,0.124469,0.15625,0.0,32.0
0000276_02601_d_0000520,counting,How many pedestrian objects are in this area?,2,pedestrian,2,normal,0.65,5.0,poor,0.124469,0.15625,0.0,32.0
0000276_02601_d_0000520,presence,Are there truck objects in this area?,yes,truck,8,normal,0.65,5.0,poor,0.124469,0.15625,0.0,32.0
0000276_02601_d_0000520,counting,How many truck objects are in this area?,8,truck,8,normal,0.65,5.0,poor,0.124469,0.15625,0.0,32.0
0000276_02601_d_0000520,presence,Are there van objects in this area?,yes,van,2,normal,0.65,5.0,poor,0.124469,0.15625,0.0,32.0
0000276_02601_d_0000520,counting,How many van objects are in this area?,2,van,2,normal,0.65,5.0,poor,0.124469,0.15625,0.0,32.0
0000276_02601_d_0000520,risk,Is this area crowded or blocked?,yes,scene,32,critical,0.82,3.0,poor,0.124469,0.15625,0.0,32.0
0000276_02801_d_0000521,presence,Are there bus objects in this area?,yes,bus,2,normal,0.65,5.0,good,0.255108,0.513514,0.0,37.0
0000276_02801_d_0000521,counting,How many bus objects are in this area?,2,bus,2,normal,0.65,5.0,good,0.255108,0.513514,0.0,37.0
0000276_02801_d_0000521,presence,Are there car objects in this area?,yes,car,15,critical,0.82,3.0,good,0.255108,0.513514,0.0,37.0
0000276_02801_d_0000521,counting,How many car objects are in this area?,15,car,15,critical,0.82,3.0,good,0.255108,0.513514,0.0,37.0
0000276_02801_d_0000521,presence,Are there motor objects in this area?,yes,motor,3,normal,0.65,5.0,good,0.255108,0.513514,0.0,37.0
0000276_02801_d_0000521,counting,How many motor objects are in this area?,3,motor,3,normal,0.65,5.0,good,0.255108,0.513514,0.0,37.0
0000276_02801_d_0000521,presence,Are there pedestrian objects in this area?,yes,pedestrian,4,normal,0.65,5.0,good,0.255108,0.513514,0.0,37.0
0000276_02801_d_0000521,counting,How many pedestrian objects are in this area?,4,pedestrian,4,normal,0.65,5.0,good,0.255108,0.513514,0.0,37.0
0000276_02801_d_0000521,presence,Are there people objects in this area?,yes,people,3,normal,0.65,5.0,good,0.255108,0.513514,0.0,37.0
0000276_02801_d_0000521,counting,How many people objects are in this area?,3,people,3,normal,0.65,5.0,good,0.255108,0.513514,0.0,37.0
0000276_02801_d_0000521,presence,Are there truck objects in this area?,yes,truck,7,normal,0.65,5.0,good,0.255108,0.513514,0.0,37.0
0000276_02801_d_0000521,counting,How many truck objects are in this area?,7,truck,7,normal,0.65,5.0,good,0.255108,0.513514,0.0,37.0
0000276_02801_d_0000521,presence,Are there van objects in this area?,yes,van,3,normal,0.65,5.0,good,0.255108,0.513514,0.0,37.0
0000276_02801_d_0000521,counting,How many van objects are in this area?,3,van,3,normal,0.65,5.0,good,0.255108,0.513514,0.0,37.0
0000276_02801_d_0000521,risk,Is this area crowded or blocked?,yes,scene,37,critical,0.82,3.0,good,0.255108,0.513514,0.0,37.0
0000276_03001_d_0000522,presence,Are there bus objects in this area?,yes,bus,1,normal,0.65,5.0,poor,0.108081,0.368421,0.0,38.0
0000276_03001_d_0000522,counting,How many bus objects are in this area?,1,bus,1,normal,0.65,5.0,poor,0.108081,0.368421,0.0,38.0
0000276_03001_d_0000522,presence,Are there car objects in this area?,yes,car,22,critical,0.82,3.0,poor,0.108081,0.368421,0.0,38.0
0000276_03001_d_0000522,counting,How many car objects are in this area?,22,car,22,critical,0.82,3.0,poor,0.108081,0.368421,0.0,38.0
0000276_03001_d_0000522,presence,Are there motor objects in this area?,yes,motor,2,normal,0.65,5.0,poor,0.108081,0.368421,0.0,38.0
0000276_03001_d_0000522,counting,How many motor objects are in this area?,2,motor,2,normal,0.65,5.0,poor,0.108081,0.368421,0.0,38.0
0000276_03001_d_0000522,presence,Are there pedestrian objects in this area?,yes,pedestrian,8,normal,0.65,5.0,poor,0.108081,0.368421,0.0,38.0
0000276_03001_d_0000522,counting,How many pedestrian objects are in this area?,8,pedestrian,8,normal,0.65,5.0,poor,0.108081,0.368421,0.0,38.0
0000276_03001_d_0000522,presence,Are there tricycle objects in this area?,yes,tricycle,1,normal,0.65,5.0,poor,0.108081,0.368421,0.0,38.0
0000276_03001_d_0000522,counting,How many tricycle objects are in this area?,1,tricycle,1,normal,0.65,5.0,poor,0.108081,0.368421,0.0,38.0
0000276_03001_d_0000522,presence,Are there truck objects in this area?,yes,truck,4,normal,0.65,5.0,poor,0.108081,0.368421,0.0,38.0
0000276_03001_d_0000522,counting,How many truck objects are in this area?,4,truck,4,normal,0.65,5.0,poor,0.108081,0.368421,0.0,38.0
0000276_03001_d_0000522,risk,Is this area crowded or blocked?,yes,scene,38,critical,0.82,3.0,poor,0.108081,0.368421,0.0,38.0
0000276_03201_d_0000523,presence,Are there bus objects in this area?,yes,bus,2,normal,0.65,5.0,poor,0.068066,0.590164,0.0,61.0
0000276_03201_d_0000523,counting,How many bus objects are in this area?,2,bus,2,normal,0.65,5.0,poor,0.068066,0.590164,0.0,61.0
0000276_03201_d_0000523,presence,Are there car objects in this area?,yes,car,17,critical,0.82,3.0,poor,0.068066,0.590164,0.0,61.0
0000276_03201_d_0000523,counting,How many car objects are in this area?,17,car,17,critical,0.82,3.0,poor,0.068066,0.590164,0.0,61.0
0000276_03201_d_0000523,presence,Are there pedestrian objects in this area?,yes,pedestrian,26,critical,0.82,3.0,poor,0.068066,0.590164,0.0,61.0
0000276_03201_d_0000523,counting,How many pedestrian objects are in this area?,26,pedestrian,26,critical,0.82,3.0,poor,0.068066,0.590164,0.0,61.0
0000276_03201_d_0000523,presence,Are there people objects in this area?,yes,people,1,normal,0.65,5.0,poor,0.068066,0.590164,0.0,61.0
0000276_03201_d_0000523,counting,How many people objects are in this area?,1,people,1,normal,0.65,5.0,poor,0.068066,0.590164,0.0,61.0
0000276_03201_d_0000523,presence,Are there truck objects in this area?,yes,truck,4,normal,0.65,5.0,poor,0.068066,0.590164,0.0,61.0
0000276_03201_d_0000523,counting,How many truck objects are in this area?,4,truck,4,normal,0.65,5.0,poor,0.068066,0.590164,0.0,61.0
0000276_03201_d_0000523,presence,Are there van objects in this area?,yes,van,10,critical,0.82,3.0,poor,0.068066,0.590164,0.0,61.0
0000276_03201_d_0000523,counting,How many van objects are in this area?,10,van,10,critical,0.82,3.0,poor,0.068066,0.590164,0.0,61.0
0000276_03201_d_0000523,risk,Is this area crowded or blocked?,yes,scene,61,critical,0.82,3.0,poor,0.068066,0.590164,0.0,61.0
0000276_03401_d_0000524,presence,Are there bus objects in this area?,yes,bus,2,normal,0.65,5.0,poor,0.085062,0.47541,0.0,61.0
0000276_03401_d_0000524,counting,How many bus objects are in this area?,2,bus,2,normal,0.65,5.0,poor,0.085062,0.47541,0.0,61.0
0000276_03401_d_0000524,presence,Are there car objects in this area?,yes,car,27,critical,0.82,3.0,poor,0.085062,0.47541,0.0,61.0
0000276_03401_d_0000524,counting,How many car objects are in this area?,27,car,27,critical,0.82,3.0,poor,0.085062,0.47541,0.0,61.0
0000276_03401_d_0000524,presence,Are there pedestrian objects in this area?,yes,pedestrian,21,critical,0.82,3.0,poor,0.085062,0.47541,0.0,61.0
0000276_03401_d_0000524,counting,How many pedestrian objects are in this area?,21,pedestrian,21,critical,0.82,3.0,poor,0.085062,0.47541,0.0,61.0
0000276_03401_d_0000524,presence,Are there tricycle objects in this area?,yes,tricycle,1,normal,0.65,5.0,poor,0.085062,0.47541,0.0,61.0
0000276_03401_d_0000524,counting,How many tricycle objects are in this area?,1,tricycle,1,normal,0.65,5.0,poor,0.085062,0.47541,0.0,61.0
0000276_03401_d_0000524,presence,Are there truck objects in this area?,yes,truck,7,normal,0.65,5.0,poor,0.085062,0.47541,0.0,61.0
0000276_03401_d_0000524,counting,How many truck objects are in this area?,7,truck,7,normal,0.65,5.0,poor,0.085062,0.47541,0.0,61.0
0000276_03401_d_0000524,presence,Are there van objects in this area?,yes,van,3,normal,0.65,5.0,poor,0.085062,0.47541,0.0,61.0
0000276_03401_d_0000524,counting,How many van objects are in this area?,3,van,3,normal,0.65,5.0,poor,0.085062,0.47541,0.0,61.0
0000276_03401_d_0000524,risk,Is this area crowded or blocked?,yes,scene,61,critical,0.82,3.0,poor,0.085062,0.47541,0.0,61.0
0000276_03601_d_0000525,presence,Are there bus objects in this area?,yes,bus,1,normal,0.65,5.0,poor,0.122553,0.391304,0.021739,46.0
0000276_03601_d_0000525,counting,How many bus objects are in this area?,1,bus,1,normal,0.65,5.0,poor,0.122553,0.391304,0.021739,46.0
0000276_03601_d_0000525,presence,Are there car objects in this area?,yes,car,17,critical,0.82,3.0,poor,0.122553,0.391304,0.021739,46.0
0000276_03601_d_0000525,counting,How many car objects are in this area?,17,car,17,critical,0.82,3.0,poor,0.122553,0.391304,0.021739,46.0
0000276_03601_d_0000525,presence,Are there motor objects in this area?,yes,motor,1,normal,0.65,5.0,poor,0.122553,0.391304,0.021739,46.0
0000276_03601_d_0000525,counting,How many motor objects are in this area?,1,motor,1,normal,0.65,5.0,poor,0.122553,0.391304,0.021739,46.0
0000276_03601_d_0000525,presence,Are there pedestrian objects in this area?,yes,pedestrian,20,critical,0.82,3.0,poor,0.122553,0.391304,0.021739,46.0
0000276_03601_d_0000525,counting,How many pedestrian objects are in this area?,20,pedestrian,20,critical,0.82,3.0,poor,0.122553,0.391304,0.021739,46.0
0000276_03601_d_0000525,presence,Are there tricycle objects in this area?,yes,tricycle,1,normal,0.65,5.0,poor,0.122553,0.391304,0.021739,46.0
0000276_03601_d_0000525,counting,How many tricycle objects are in this area?,1,tricycle,1,normal,0.65,5.0,poor,0.122553,0.391304,0.021739,46.0
0000276_03601_d_0000525,presence,Are there truck objects in this area?,yes,truck,2,normal,0.65,5.0,poor,0.122553,0.391304,0.021739,46.0
0000276_03601_d_0000525,counting,How many truck objects are in this area?,2,truck,2,normal,0.65,5.0,poor,0.122553,0.391304,0.021739,46.0
0000276_03601_d_0000525,presence,Are there van objects in this area?,yes,van,4,normal,0.65,5.0,poor,0.122553,0.391304,0.021739,46.0
0000276_03601_d_0000525,counting,How many van objects are in this area?,4,van,4,normal,0.65,5.0,poor,0.122553,0.391304,0.021739,46.0
0000276_03601_d_0000525,risk,Is this area crowded or blocked?,yes,scene,46,critical,0.82,3.0,poor,0.122553,0.391304,0.021739,46.0
0000276_03801_d_0000526,presence,Are there bus objects in this area?,yes,bus,1,normal,0.65,5.0,medium,0.174549,0.921875,0.03125,64.0
