image_id,question_type,question,answer,target_class,object_count,risk_level,epsilon_k,tau_k,view_quality_bin,scale_proxy,occlusion_score,truncation_score,density_score,presence_polarity,target_class_b
0000291_05201_d_0000893,comparison,Are there more car than pedestrian objects in this area?,yes,car,69,normal,0.65,5.0,poor,0.072375,0.565217,0.0,207.0,,pedestrian
0000293_03601_d_0000940,comparison,Are there more people than car objects in this area?,no,people,23,normal,0.65,5.0,poor,0.049557,0.762712,0.008475,118.0,,car
0000295_00000_d_0000021,comparison,Are there more car than pedestrian objects in this area?,yes,car,67,normal,0.65,5.0,poor,0.044318,0.5,0.0,130.0,,pedestrian
0000295_00200_d_0000022,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,20,normal,0.65,5.0,poor,0.107107,0.205128,0.0,78.0,,car
0000295_00600_d_0000024,comparison,Are there more pedestrian than car objects in this area?,yes,pedestrian,91,normal,0.65,5.0,poor,0.036018,0.747312,0.021505,186.0,,car
0000295_00800_d_0000025,comparison,Are there more car than pedestrian objects in this area?,no,car,34,normal,0.65,5.0,poor,0.067941,0.469388,0.020408,147.0,,pedestrian
0000295_01000_d_0000026,comparison,Are there more car than pedestrian objects in this area?,yes,car,102,normal,0.65,5.0,poor,0.038546,0.454183,0.023904,251.0,,pedestrian
0000295_01200_d_0000027,comparison,Are there more car than pedestrian objects in this area?,no,car,67,normal,0.65,5.0,poor,0.030386,0.725,0.005,200.0,,pedestrian
0000295_01400_d_0000028,comparison,Are there more pedestrian than car objects in this area?,yes,pedestrian,83,normal,0.65,5.0,poor,0.037271,0.68254,0.026455,189.0,,car
0000295_01600_d_0000029,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,41,normal,0.65,5.0,poor,0.061309,0.724638,0.043478,138.0,,car
0000295_01800_d_0000030,comparison,Are there more car than pedestrian objects in this area?,yes,car,134,normal,0.65,5.0,poor,0.038855,0.542484,0.006536,306.0,,pedestrian
0000295_02000_d_0000031,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,120,normal,0.65,5.0,poor,0.042059,0.672026,0.051447,311.0,,car
0000295_02200_d_0000032,comparison,Are there more car than pedestrian objects in this area?,yes,car,84,normal,0.65,5.0,poor,0.070748,0.73057,0.036269,193.0,,pedestrian
0000295_02400_d_0000033,comparison,Are there more car than pedestrian objects in this area?,no,car,86,normal,0.65,5.0,poor,0.042821,0.842271,0.015773,317.0,,pedestrian
0000295_02900_d_0000034,comparison,Are there more car than pedestrian objects in this area?,yes,car,89,normal,0.65,5.0,poor,0.072894,0.523585,0.028302,212.0,,pedestrian
0000296_00601_d_0000038,comparison,Are there more car than pedestrian objects in this area?,no,car,30,normal,0.65,5.0,poor,0.208407,0.461538,0.087912,91.0,,pedestrian
0000296_01001_d_0000040,comparison,Are there more pedestrian than car objects in this area?,yes,pedestrian,77,normal,0.65,5.0,poor,0.121196,0.756906,0.044199,181.0,,car
0000300_03201_d_0000154,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,12,critical,0.82,3.0,poor,0.111916,0.681818,0.060606,66.0,,car
0000301_00001_d_0000156,comparison,Are there more car than people objects in this area?,yes,car,28,normal,0.65,5.0,poor,0.151917,0.916667,0.135417,96.0,,people
0000301_00201_d_0000157,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,27,normal,0.65,5.0,poor,0.17084,0.644444,0.022222,90.0,,car
0000301_01001_d_0000161,comparison,Are there more car than pedestrian objects in this area?,yes,car,28,normal,0.65,5.0,poor,0.110485,0.421875,0.015625,64.0,,pedestrian
0000301_01201_d_0000162,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,15,normal,0.65,5.0,poor,0.191213,0.721311,0.0,61.0,,car
0000303_03401_d_0000200,comparison,Are there more car than pedestrian objects in this area?,yes,car,32,normal,0.65,5.0,poor,0.05303,0.670732,0.04878,82.0,,pedestrian
0000308_04401_d_0000327,comparison,Are there more car than pedestrian objects in this area?,no,car,26,normal,0.65,5.0,poor,0.116293,0.653061,0.05102,98.0,,pedestrian
0000312_00001_d_0000414,comparison,Are there more car than pedestrian objects in this area?,yes,car,49,critical,0.82,3.0,poor,0.125122,0.660714,0.017857,112.0,,pedestrian
0000312_00201_d_0000415,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,25,critical,0.82,3.0,poor,0.189835,0.37963,0.055556,108.0,,car
0000312_00601_d_0000417,comparison,Are there more car than pedestrian objects in this area?,yes,car,28,critical,0.82,3.0,poor,0.214384,0.305085,0.084746,59.0,,pedestrian
0000312_01001_d_0000419,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,17,critical,0.82,3.0,poor,0.216757,0.4375,0.0375,80.0,,car
0000312_01201_d_0000420,comparison,Are there more car than pedestrian objects in this area?,yes,car,32,critical,0.82,3.0,poor,0.187139,0.219512,0.060976,82.0,,pedestrian
0000312_02201_d_0000425,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,23,critical,0.82,3.0,poor,0.124088,0.128205,0.064103,78.0,,car
0000312_02401_d_0000426,comparison,Are there more car than pedestrian objects in this area?,yes,car,32,critical,0.82,3.0,poor,0.169075,0.4125,0.075,80.0,,pedestrian
0000312_04201_d_0000435,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,20,critical,0.82,3.0,poor,0.135805,0.419753,0.012346,81.0,,car
0000313_06401_d_0000468,comparison,Are there more car than pedestrian objects in this area?,yes,car,47,normal,0.65,5.0,poor,0.021766,0.582418,0.010989,91.0,,pedestrian
0000313_06601_d_0000469,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,34,normal,0.65,5.0,poor,0.020533,0.557576,0.018182,165.0,,car
0000315_01601_d_0000509,comparison,Are there more car than pedestrian objects in this area?,yes,car,34,critical,0.82,3.0,poor,0.040258,0.836735,0.020408,98.0,,pedestrian
0000316_00001_d_0000519,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,16,normal,0.65,5.0,poor,0.035751,0.956522,0.028986,69.0,,car
0000316_00201_d_0000520,comparison,Are there more car than pedestrian objects in this area?,yes,car,15,normal,0.65,5.0,poor,0.065535,0.888889,0.0,54.0,,pedestrian
0000316_00401_d_0000521,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,3,critical,0.82,3.0,poor,0.173245,0.521739,0.0,23.0,,car
0000316_00601_d_0000522,comparison,Are there more car than people objects in this area?,yes,car,14,normal,0.65,5.0,poor,0.053904,0.771429,0.028571,35.0,,people
0000316_00801_d_0000523,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,4,normal,0.65,5.0,poor,0.058557,0.740741,0.0,27.0,,car
0000316_01001_d_0000524,comparison,Are there more motor than pedestrian objects in this area?,yes,motor,7,normal,0.65,5.0,poor,0.085949,0.444444,0.0,18.0,,pedestrian
0000316_01201_d_0000525,comparison,Are there more car than pedestrian objects in this area?,no,car,12,normal,0.65,5.0,poor,0.119019,0.511628,0.069767,43.0,,pedestrian
0000316_01401_d_0000526,comparison,Are there more pedestrian than car objects in this area?,yes,pedestrian,12,critical,0.82,3.0,poor,0.181966,0.647059,0.117647,34.0,,car
0000316_01601_d_0000527,comparison,Are there more car than pedestrian objects in this area?,no,car,7,normal,0.65,5.0,poor,0.153541,0.551724,0.103448,29.0,,pedestrian
0000316_01801_d_0000528,comparison,Are there more car than pedestrian objects in this area?,yes,car,4,normal,0.65,5.0,medium,0.505807,0.272727,0.090909,11.0,,pedestrian
0000316_02001_d_0000529,comparison,Are there more car than pedestrian objects in this area?,no,car,2,normal,0.65,5.0,poor,0.243551,0.666667,0.222222,9.0,,pedestrian
0000316_02201_d_0000530,comparison,Are there more pedestrian than car objects in this area?,yes,pedestrian,5,normal,0.65,5.0,medium,0.348549,0.142857,0.142857,7.0,,car
0000323_02601_d_0000645,comparison,Are there more van than car objects in this area?,no,van,15,normal,0.65,5.0,poor,0.081468,0.923077,0.010989,91.0,,car
0000327_00001_d_0000711,comparison,Are there more car than pedestrian objects in this area?,yes,car,26,normal,0.65,5.0,poor,0.09424,0.385714,0.014286,70.0,,pedestrian
0000327_00201_d_0000712,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,13,critical,0.82,3.0,poor,0.110793,0.433333,0.083333,60.0,,car
0000327_00401_d_0000713,comparison,Are there more car than motor objects in this area?,yes,car,23,critical,0.82,3.0,poor,0.0726,0.6875,0.078125,64.0,,motor
0000327_00601_d_0000714,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,19,normal,0.65,5.0,poor,0.076141,0.916667,0.011905,84.0,,car
0000327_00801_d_0000715,comparison,Are there more car than pedestrian objects in this area?,yes,car,39,normal,0.65,5.0,poor,0.114498,0.761905,0.02381,84.0,,pedestrian
0000327_01001_d_0000716,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,19,critical,0.82,3.0,poor,0.074618,0.795181,0.036145,83.0,,car
0000327_01201_d_0000717,comparison,Are there more car than motor objects in this area?,yes,car,38,critical,0.82,3.0,poor,0.157436,0.927536,0.057971,69.0,,motor
0000327_01401_d_0000718,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,21,critical,0.82,3.0,poor,0.088062,0.677419,0.043011,93.0,,car
0000327_01801_d_0000720,comparison,Are there more car than pedestrian objects in this area?,yes,car,23,critical,0.82,3.0,poor,0.067215,0.645161,0.0,62.0,,pedestrian
0000327_02601_d_0000724,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,22,critical,0.82,3.0,poor,0.067334,0.578947,0.0,57.0,,car
0000327_02801_d_0000725,comparison,Are there more car than pedestrian objects in this area?,yes,car,27,critical,0.82,3.0,poor,0.085509,0.958904,0.054795,73.0,,pedestrian
0000327_03001_d_0000726,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,21,normal,0.65,5.0,poor,0.065248,0.813333,0.026667,75.0,,car
0000327_03201_d_0000727,comparison,Are there more car than pedestrian objects in this area?,yes,car,41,critical,0.82,3.0,poor,0.044625,0.863636,0.0,110.0,,pedestrian
0000327_03401_d_0000728,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,20,normal,0.65,5.0,poor,0.081726,0.826667,0.026667,75.0,,car
0000327_03601_d_0000729,comparison,Are there more car than people objects in this area?,yes,car,32,normal,0.65,5.0,poor,0.088296,0.666667,0.033333,60.0,,people
0000327_03801_d_0000730,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,32,normal,0.65,5.0,poor,0.060624,0.634615,0.0,104.0,,car
0000327_04001_d_0000731,comparison,Are there more car than pedestrian objects in this area?,yes,car,47,normal,0.65,5.0,poor,0.044013,0.708029,0.014599,137.0,,pedestrian
0000327_04201_d_0000732,comparison,Are there more car than pedestrian objects in this area?,no,car,32,normal,0.65,5.0,poor,0.055871,0.609091,0.027273,110.0,,pedestrian
0000330_00001_d_0000800,comparison,Are there more car than pedestrian objects in this area?,yes,car,52,critical,0.82,3.0,poor,0.091173,0.5,0.075,80.0,,pedestrian
0000330_00201_d_0000801,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,32,normal,0.65,5.0,poor,0.071007,0.838462,0.030769,130.0,,car
0000330_00401_d_0000802,comparison,Are there more car than pedestrian objects in this area?,yes,car,54,critical,0.82,3.0,poor,0.071567,0.732143,0.017857,112.0,,pedestrian
0000330_00601_d_0000803,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,14,critical,0.82,3.0,poor,0.075681,0.882979,0.010638,94.0,,car
0000330_00801_d_0000804,comparison,Are there more car than pedestrian objects in this area?,yes,car,57,normal,0.65,5.0,poor,0.099183,0.387097,0.021505,93.0,,pedestrian
0000330_01001_d_0000805,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,22,critical,0.82,3.0,poor,0.096565,0.784946,0.0,93.0,,car
0000330_01201_d_0000806,comparison,Are there more car than pedestrian objects in this area?,yes,car,55,normal,0.65,5.0,poor,0.083694,0.636364,0.027273,110.0,,pedestrian
0000330_01401_d_0000807,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,37,normal,0.65,5.0,poor,0.077515,0.701863,0.037267,161.0,,car
0000330_01601_d_0000808,comparison,Are there more car than pedestrian objects in this area?,yes,car,47,normal,0.65,5.0,poor,0.070274,0.20202,0.050505,99.0,,pedestrian
0000330_01801_d_0000809,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,16,critical,0.82,3.0,poor,0.112988,0.546875,0.046875,64.0,,car
0000330_02001_d_0000810,comparison,Are there more car than pedestrian objects in this area?,yes,car,33,normal,0.65,5.0,poor,0.108205,0.368421,0.122807,57.0,,pedestrian
0000330_02201_d_0000811,comparison,Are there more car than pedestrian objects in this area?,no,car,11,critical,0.82,3.0,poor,0.135515,0.522727,0.181818,44.0,,pedestrian
0000330_02801_d_0000814,comparison,Are there more car than pedestrian objects in this area?,yes,car,17,critical,0.82,3.0,poor,0.134809,0.488889,0.066667,45.0,,pedestrian
0000330_03001_d_0000815,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,12,critical,0.82,3.0,poor,0.127579,0.577778,0.044444,45.0,,car
0000330_03201_d_0000816,comparison,Are there more car than pedestrian objects in this area?,yes,car,26,critical,0.82,3.0,poor,0.208427,0.405797,0.043478,69.0,,pedestrian
0000330_04001_d_0000820,comparison,Are there more people than motor objects in this area?,no,people,9,normal,0.65,5.0,poor,0.233751,0.717949,0.282051,39.0,,motor
0000330_04201_d_0000821,comparison,Are there more pedestrian than motor objects in this area?,yes,pedestrian,55,normal,0.65,5.0,poor,0.08241,0.760736,0.092025,163.0,,motor
0000330_04401_d_0000822,comparison,Are there more people than car objects in this area?,no,people,8,normal,0.65,5.0,poor,0.11133,0.131579,0.026316,38.0,,car
0000330_04601_d_0000823,comparison,Are there more car than motor objects in this area?,yes,car,24,critical,0.82,3.0,poor,0.078853,0.548387,0.112903,62.0,,motor
0000333_00001_d_0000001,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,18,normal,0.65,5.0,poor,0.076504,0.323529,0.044118,68.0,,car
0000333_01765_d_0000010,comparison,Are there more car than motor objects in this area?,yes,car,44,normal,0.65,5.0,poor,0.039743,0.308333,0.016667,120.0,,motor
0000333_01961_d_0000011,comparison,Are there more motor than car objects in this area?,no,motor,8,normal,0.65,5.0,poor,0.068458,0.307692,0.030769,65.0,,car
0000333_02157_d_0000012,comparison,Are there more car than motor objects in this area?,yes,car,38,critical,0.82,3.0,poor,0.06374,0.268657,0.044776,67.0,,motor
0000333_02353_d_0000013,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,19,critical,0.82,3.0,poor,0.046731,0.328571,0.114286,70.0,,car
0000333_02549_d_0000014,comparison,Are there more car than pedestrian objects in this area?,yes,car,31,critical,0.82,3.0,poor,0.04028,0.516484,0.0,91.0,,pedestrian
0000333_02745_d_0000015,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,10,critical,0.82,3.0,poor,0.04156,0.596154,0.076923,52.0,,car
0000333_02941_d_0000016,comparison,Are there more car than pedestrian objects in this area?,yes,car,23,normal,0.65,5.0,poor,0.056443,0.363636,0.045455,44.0,,pedestrian
0000333_03137_d_0000017,comparison,Are there more people than car objects in this area?,no,people,8,critical,0.82,3.0,poor,0.045158,0.575,0.125,40.0,,car
0000333_03333_d_0000018,comparison,Are there more car than pedestrian objects in this area?,yes,car,38,normal,0.65,5.0,poor,0.058869,0.5,0.048387,62.0,,pedestrian
0000333_03529_d_0000019,comparison,Are there more people than car objects in this area?,no,people,18,normal,0.65,5.0,poor,0.049054,0.6875,0.041667,96.0,,car
0000333_03725_d_0000020,comparison,Are there more car than pedestrian objects in this area?,yes,car,41,critical,0.82,3.0,poor,0.056812,0.144578,0.060241,83.0,,pedestrian
0000335_00001_d_0000043,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,9,normal,0.65,5.0,poor,0.249589,0.634146,0.02439,41.0,,car
0000335_00197_d_0000044,comparison,Are there more car than people objects in this area?,yes,car,9,normal,0.65,5.0,poor,0.186312,0.702703,0.054054,37.0,,people
0000335_00393_d_0000045,comparison,Are there more car than pedestrian objects in this area?,no,car,9,normal,0.65,5.0,poor,0.28064,0.470588,0.0,34.0,,pedestrian
0000335_00589_d_0000046,comparison,Are there more car than pedestrian objects in this area?,yes,car,9,normal,0.65,5.0,poor,0.216076,0.380952,0.095238,21.0,,pedestrian
0000335_00785_d_0000047,comparison,Are there more motor than car objects in this area?,no,motor,7,critical,0.82,3.0,poor,0.093124,0.647059,0.088235,34.0,,car
0000335_00981_d_0000048,comparison,Are there more car than pedestrian objects in this area?,yes,car,46,normal,0.65,5.0,poor,0.022301,0.705128,0.0,78.0,,pedestrian
0000335_01765_d_0000052,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,10,normal,0.65,5.0,poor,0.06935,0.213115,0.032787,61.0,,car
0000335_01961_d_0000053,comparison,Are there more car than people objects in this area?,yes,car,27,critical,0.82,3.0,poor,0.067734,0.637681,0.0,69.0,,people
0000335_02353_d_0000055,comparison,Are there more people than car objects in this area?,no,people,19,normal,0.65,5.0,poor,0.058754,0.792683,0.060976,82.0,,car
0000335_02549_d_0000056,comparison,Are there more car than people objects in this area?,yes,car,36,normal,0.65,5.0,poor,0.04896,0.563218,0.022989,87.0,,people
0000335_02745_d_0000057,comparison,Are there more people than car objects in this area?,no,people,25,normal,0.65,5.0,poor,0.053885,0.848485,0.030303,99.0,,car
0000335_03137_d_0000059,comparison,Are there more car than people objects in this area?,yes,car,45,normal,0.65,5.0,poor,0.055608,0.640777,0.009709,103.0,,people
0000335_03333_d_0000060,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,9,normal,0.65,5.0,medium,0.309598,0.575,0.075,40.0,,car
0000335_03725_d_0000062,comparison,Are there more car than pedestrian objects in this area?,yes,car,13,critical,0.82,3.0,medium,0.370871,0.259259,0.185185,27.0,,pedestrian
0000335_03921_d_0000063,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,6,critical,0.82,3.0,poor,0.261706,0.636364,0.045455,44.0,,car
0000335_04117_d_0000064,comparison,Are there more car than pedestrian objects in this area?,yes,car,18,critical,0.82,3.0,medium,0.344545,0.464286,0.071429,28.0,,pedestrian
0000335_04313_d_0000065,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,9,critical,0.82,3.0,poor,0.162421,0.552632,0.026316,38.0,,car
0000335_05097_d_0000069,comparison,Are there more car than pedestrian objects in this area?,yes,car,12,critical,0.82,3.0,medium,0.352126,0.65,0.15,20.0,,pedestrian
0000335_05685_d_0000072,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,2,critical,0.82,3.0,good,0.696725,0.4,0.133333,15.0,,car
0000335_06469_d_0000076,comparison,Are there more car than tricycle objects in this area?,yes,car,3,normal,0.65,5.0,medium,0.513973,0.875,0.0,8.0,,tricycle
0000335_06665_d_0000077,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,5,normal,0.65,5.0,medium,0.503893,0.142857,0.047619,21.0,,car
0000335_06861_d_0000078,comparison,Are there more car than pedestrian objects in this area?,yes,car,9,normal,0.65,5.0,medium,0.312923,0.625,0.125,24.0,,pedestrian
0000342_00393_d_0000244,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,38,normal,0.65,5.0,poor,0.055261,0.864662,0.0,133.0,,car
0000345_07057_d_0000345,comparison,Are there more pedestrian than people objects in this area?,yes,pedestrian,41,normal,0.65,5.0,poor,0.052989,0.481481,0.046296,108.0,,people
0000346_00001_d_0000346,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,22,normal,0.65,5.0,poor,0.198212,0.804878,0.256098,82.0,,car
0000346_01961_d_0000356,comparison,Are there more car than van objects in this area?,yes,car,25,critical,0.82,3.0,poor,0.096483,0.746479,0.098592,71.0,,van
0000346_02549_d_0000359,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,13,normal,0.65,5.0,poor,0.24719,0.745763,0.084746,59.0,,car
0000346_03921_d_0000366,comparison,Are there more car than pedestrian objects in this area?,yes,car,21,normal,0.65,5.0,poor,0.208467,0.46,0.06,50.0,,pedestrian
0000346_07057_d_0000382,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,20,normal,0.65,5.0,poor,0.069564,0.965517,0.034483,87.0,,car
0000348_00589_d_0000409,comparison,Are there more pedestrian than people objects in this area?,yes,pedestrian,18,normal,0.65,5.0,poor,0.095368,0.264706,0.058824,34.0,,people
0000348_03333_d_0000423,comparison,Are there more people than pedestrian objects in this area?,no,people,2,normal,0.65,5.0,poor,0.138277,0.466667,0.0,15.0,,pedestrian
0000356_00589_d_0000632,comparison,Are there more car than people objects in this area?,yes,car,47,normal,0.65,5.0,poor,0.093262,0.512397,0.024793,121.0,,people
0000356_01177_d_0000635,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,18,critical,0.82,3.0,poor,0.1202,0.704545,0.045455,88.0,,car
0000356_01569_d_0000637,comparison,Are there more pedestrian than car objects in this area?,yes,pedestrian,42,critical,0.82,3.0,poor,0.088678,0.61,0.02,100.0,,car
0000356_01765_d_0000638,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,14,normal,0.65,5.0,poor,0.112146,0.559524,0.047619,84.0,,car
0000356_01961_d_0000639,comparison,Are there more car than pedestrian objects in this area?,yes,car,32,normal,0.65,5.0,poor,0.089067,0.468468,0.036036,111.0,,pedestrian
0000356_02157_d_0000640,comparison,Are there more people than car objects in this area?,no,people,8,critical,0.82,3.0,poor,0.129237,0.351852,0.259259,54.0,,car
0000356_02353_d_0000641,comparison,Are there more car than motor objects in this area?,yes,car,27,normal,0.65,5.0,poor,0.059684,0.622642,0.103774,106.0,,motor
0000356_02745_d_0000643,comparison,Are there more motor than car objects in this area?,no,motor,21,critical,0.82,3.0,poor,0.095217,0.742268,0.030928,97.0,,car
0000356_02941_d_0000644,comparison,Are there more pedestrian than motor objects in this area?,yes,pedestrian,28,normal,0.65,5.0,poor,0.072062,0.712963,0.037037,108.0,,motor
0000356_03333_d_0000646,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,17,normal,0.65,5.0,poor,0.074767,0.6125,0.025,80.0,,car
0000356_03529_d_0000647,comparison,Are there more car than people objects in this area?,yes,car,33,normal,0.65,5.0,poor,0.098348,0.469136,0.074074,81.0,,people
0000356_03725_d_0000648,comparison,Are there more motor than car objects in this area?,no,motor,20,normal,0.65,5.0,poor,0.087195,0.5,0.042553,94.0,,car
0000356_03921_d_0000649,comparison,Are there more car than pedestrian objects in this area?,yes,car,28,critical,0.82,3.0,poor,0.08407,0.375,0.027778,72.0,,pedestrian
0000356_04117_d_0000650,comparison,Are there more car than motor objects in this area?,no,car,21,normal,0.65,5.0,poor,0.089812,0.752688,0.193548,93.0,,motor
0000356_04313_d_0000651,comparison,Are there more car than pedestrian objects in this area?,yes,car,41,normal,0.65,5.0,poor,0.061657,0.626263,0.020202,99.0,,pedestrian
0000356_04705_d_0000653,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,12,normal,0.65,5.0,poor,0.082228,0.357143,0.028571,70.0,,car
0000356_04901_d_0000654,comparison,Are there more car than pedestrian objects in this area?,yes,car,36,normal,0.65,5.0,poor,0.08124,0.294118,0.009804,102.0,,pedestrian
0000356_05097_d_0000655,comparison,Are there more motor than car objects in this area?,no,motor,33,normal,0.65,5.0,poor,0.059418,0.692982,0.149123,114.0,,car
0000358_03333_d_0000697,comparison,Are there more car than people objects in this area?,yes,car,47,critical,0.82,3.0,poor,0.074514,0.688172,0.0,93.0,,people
0000359_00393_d_0000701,comparison,Are there more people than car objects in this area?,no,people,10,critical,0.82,3.0,poor,0.060264,0.820513,0.025641,39.0,,car
0000359_00589_d_0000702,comparison,Are there more car than people objects in this area?,yes,car,15,normal,0.65,5.0,poor,0.16686,0.717949,0.051282,39.0,,people
0000359_00785_d_0000703,comparison,Are there more people than car objects in this area?,no,people,4,critical,0.82,3.0,medium,0.316941,0.8,0.033333,30.0,,car
0000359_00981_d_0000704,comparison,Are there more car than pedestrian objects in this area?,yes,car,21,normal,0.65,5.0,poor,0.266799,0.666667,0.060606,33.0,,pedestrian
0000359_01177_d_0000705,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,11,critical,0.82,3.0,poor,0.237089,0.762712,0.016949,59.0,,car
0000359_01373_d_0000706,comparison,Are there more car than pedestrian objects in this area?,yes,car,8,normal,0.65,5.0,good,0.731428,0.583333,0.166667,12.0,,pedestrian
0000359_01961_d_0000707,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,2,critical,0.82,3.0,medium,0.594541,0.722222,0.111111,18.0,,car
0000359_02353_d_0000708,comparison,Are there more pedestrian than car objects in this area?,yes,pedestrian,14,critical,0.82,3.0,poor,0.053767,0.419355,0.0,31.0,,car
0000359_02549_d_0000709,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,5,critical,0.82,3.0,medium,0.325029,0.47619,0.142857,21.0,,car
0000359_03333_d_0000711,comparison,Are there more car than motor objects in this area?,yes,car,4,normal,0.65,5.0,poor,0.173008,0.538462,0.0,13.0,,motor
0000359_03529_d_0000712,comparison,Are there more motor than people objects in this area?,no,motor,5,normal,0.65,5.0,medium,0.465725,0.75,0.0625,16.0,,people
0000360_00001_d_0000713,comparison,Are there more car than people objects in this area?,yes,car,33,normal,0.65,5.0,poor,0.088669,0.7375,0.1625,80.0,,people
0000360_00197_d_0000714,comparison,Are there more people than car objects in this area?,no,people,18,normal,0.65,5.0,poor,0.097131,0.746835,0.063291,79.0,,car
0000360_00393_d_0000715,comparison,Are there more car than motor objects in this area?,yes,car,32,normal,0.65,5.0,poor,0.095024,0.974684,0.012658,79.0,,motor
0000360_00589_d_0000716,comparison,Are there more people than car objects in this area?,no,people,13,normal,0.65,5.0,poor,0.127444,0.55,0.05,60.0,,car
0000360_00785_d_0000717,comparison,Are there more people than car objects in this area?,yes,people,15,critical,0.82,3.0,poor,0.0888,0.847458,0.033898,59.0,,car
0000360_00981_d_0000718,comparison,Are there more motor than car objects in this area?,no,motor,15,critical,0.82,3.0,poor,0.108534,1.092308,0.030769,65.0,,car
0000360_02353_d_0000725,comparison,Are there more car than pedestrian objects in this area?,yes,car,32,normal,0.65,5.0,poor,0.145311,0.444444,0.013889,72.0,,pedestrian
0000360_02745_d_0000727,comparison,Are there more pedestrian than car objects in this area?,no,pedestrian,13,critical,0.82,3.0,poor,0.12878,0.901235,0.061728,81.0,,car
0000360_02941_d_0000728,comparison,Are there more car than motor objects in this area?,yes,car,19,normal,0.65,5.0,poor,0.233002,0.777778,0.044444,45.0,,motor
0000360_03137_d_0000729,comparison,Are there more motor than car objects in this area?,no,motor,9,normal,0.65,5.0,poor,0.151538,0.714286,0.071429,56.0,,car
0000360_03333_d_0000730,comparison,Are there more car than people objects in this area?,yes,car,19,critical,0.82,3.0,poor,0.152025,0.642857,0.107143,56.0,,people
0000360_03529_d_0000731,comparison,Are there more motor than people objects in this area?,no,motor,8,normal,0.65,5.0,poor,0.148135,0.225806,0.032258,31.0,,people
0000360_03921_d_0000733,comparison,Are there more car than people objects in this area?,yes,car,21,normal,0.65,5.0,poor,0.088332,0.192308,0.038462,52.0,,people
0000360_04117_d_0000734,comparison,Are there more people than car objects in this area?,no,people,4,normal,0.65,5.0,medium,0.618657,0.444444,0.166667,18.0,,car
0000360_04705_d_0000737,comparison,Are there more people than motor objects in this area?,yes,people,4,normal,0.65,5.0,medium,0.498095,0.888889,0.222222,9.0,,motor
0000360_05293_d_0000740,comparison,Are there more people than car objects in this area?,no,people,11,critical,0.82,3.0,poor,0.187141,0.814286,0.042857,70.0,,car
0000360_05685_d_0000742,comparison,Are there more car than people objects in this area?,yes,car,27,critical,0.82,3.0,poor,0.15683,1.083333,0.083333,60.0,,people
