channel,t_budget,snr_db,snr_bin,image_id,question,presence_polarity,ground_truth_answer,predicted_answer,normalized_prediction,correct,answer_confidence,payload_bytes,tokens_sent,model_name
rician,32,-5,-5dB,0000081_00000_d_0000001,Are there pedestrian objects in this area?,positive,yes,yes,yes,True,0.382767,1300,32,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,32,0,0dB,0000081_00000_d_0000001,Are there pedestrian objects in this area?,positive,yes,yes,yes,True,0.394501,1300,32,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,32,5,5dB,0000081_00000_d_0000001,Are there pedestrian objects in this area?,positive,yes,yes,yes,True,0.415444,1300,32,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,32,10,10dB,0000081_00000_d_0000001,Are there pedestrian objects in this area?,positive,yes,yes,yes,True,0.398071,1300,32,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,32,15,15dB,0000081_00000_d_0000001,Are there pedestrian objects in this area?,positive,yes,yes,yes,True,0.451526,1300,32,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,32,20,20dB,0000081_00000_d_0000001,Are there pedestrian objects in this area?,positive,yes,yes,yes,True,0.420756,1300,32,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,full,-5,-5dB,0000081_00000_d_0000001,Are there pedestrian objects in this area?,positive,yes,yes,yes,True,0.475144,1311,100,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,full,0,0dB,0000081_00000_d_0000001,Are there pedestrian objects in this area?,positive,yes,yes,yes,True,0.451943,1311,100,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,full,5,5dB,0000081_00000_d_0000001,Are there pedestrian objects in this area?,positive,yes,yes,yes,True,0.487888,1311,100,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,full,10,10dB,0000081_00000_d_0000001,Are there pedestrian objects in this area?,positive,yes,yes,yes,True,0.471322,1311,100,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,full,15,15dB,0000081_00000_d_0000001,Are there pedestrian objects in this area?,positive,yes,yes,yes,True,0.518497,1311,100,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,full,20,20dB,0000081_00000_d_0000001,Are there pedestrian objects in this area?,positive,yes,yes,yes,True,0.502043,1311,100,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,1,-5,-5dB,0000081_00000_d_0000001,Are there bus objects in this area?,negative,no,no,no,True,0.806222,689,1,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,1,0,0dB,0000081_00000_d_0000001,Are there bus objects in this area?,negative,no,no,no,True,0.758315,689,1,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,1,5,5dB,0000081_00000_d_0000001,Are there bus objects in this area?,negative,no,no,no,True,0.659220,689,1,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,1,10,10dB,0000081_00000_d_0000001,Are there bus objects in this area?,negative,no,no,no,True,0.704903,689,1,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,1,15,15dB,0000081_00000_d_0000001,Are there bus objects in this area?,negative,no,no,no,True,0.757382,689,1,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,1,20,20dB,0000081_00000_d_0000001,Are there bus objects in this area?,negative,no,no,no,True,0.695123,689,1,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,2,-5,-5dB,0000081_00000_d_0000001,Are there bus objects in this area?,negative,no,no,no,True,0.744790,689,2,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,2,0,0dB,0000081_00000_d_0000001,Are there bus objects in this area?,negative,no,no,no,True,0.757379,689,2,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,2,5,5dB,0000081_00000_d_0000001,Are there bus objects in this area?,negative,no,no,no,True,0.654003,689,2,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,2,10,10dB,0000081_00000_d_0000001,Are there bus objects in this area?,negative,no,no,no,True,0.681337,689,2,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,2,15,15dB,0000081_00000_d_0000001,Are there bus objects in this area?,negative,no,no,no,True,0.729790,689,2,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,2,20,20dB,0000081_00000_d_0000001,Are there bus objects in this area?,negative,no,no,no,True,0.714709,689,2,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,4,-5,-5dB,0000081_00000_d_0000001,Are there bus objects in this area?,negative,no,no,no,True,0.763175,689,4,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,4,0,0dB,0000081_00000_d_0000001,Are there bus objects in this area?,negative,no,no,no,True,0.755161,689,4,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,4,5,5dB,0000081_00000_d_0000001,Are there bus objects in this area?,negative,no,no,no,True,0.652383,689,4,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,4,10,10dB,0000081_00000_d_0000001,Are there bus objects in this area?,negative,no,no,no,True,0.678538,689,4,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,4,15,15dB,0000081_00000_d_0000001,Are there bus objects in this area?,negative,no,no,no,True,0.734337,689,4,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,4,20,20dB,0000081_00000_d_0000001,Are there bus objects in this area?,negative,no,no,no,True,0.735347,689,4,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,8,-5,-5dB,0000081_00000_d_0000001,Are there bus objects in this area?,negative,no,no,no,True,0.781797,689,8,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,8,0,0dB,0000081_00000_d_0000001,Are there bus objects in this area?,negative,no,no,no,True,0.769040,689,8,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,8,5,5dB,0000081_00000_d_0000001,Are there bus objects in this area?,negative,no,no,no,True,0.697595,689,8,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,8,10,10dB,0000081_00000_d_0000001,Are there bus objects in this area?,negative,no,no,no,True,0.695943,689,8,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,8,15,15dB,0000081_00000_d_0000001,Are there bus objects in this area?,negative,no,no,no,True,0.769261,689,8,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,8,20,20dB,0000081_00000_d_0000001,Are there bus objects in this area?,negative,no,no,no,True,0.748600,689,8,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,16,-5,-5dB,0000081_00000_d_0000001,Are there bus objects in this area?,negative,no,no,no,True,0.796312,692,16,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,16,0,0dB,0000081_00000_d_0000001,Are there bus objects in this area?,negative,no,no,no,True,0.784869,692,16,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,16,5,5dB,0000081_00000_d_0000001,Are there bus objects in this area?,negative,no,no,no,True,0.689205,692,16,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,16,10,10dB,0000081_00000_d_0000001,Are there bus objects in this area?,negative,no,no,no,True,0.647937,692,16,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,16,15,15dB,0000081_00000_d_0000001,Are there bus objects in this area?,negative,no,no,no,True,0.735725,692,16,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,16,20,20dB,0000081_00000_d_0000001,Are there bus objects in this area?,negative,no,no,no,True,0.746740,692,16,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,32,-5,-5dB,0000081_00000_d_0000001,Are there bus objects in this area?,negative,no,no,no,True,0.756976,703,32,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,32,0,0dB,0000081_00000_d_0000001,Are there bus objects in this area?,negative,no,no,no,True,0.743711,703,32,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,32,5,5dB,0000081_00000_d_0000001,Are there bus objects in this area?,negative,no,no,no,True,0.652192,703,32,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,32,10,10dB,0000081_00000_d_0000001,Are there bus objects in this area?,negative,no,no,no,True,0.654516,703,32,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,32,15,15dB,0000081_00000_d_0000001,Are there bus objects in this area?,negative,no,no,no,True,0.711189,703,32,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,32,20,20dB,0000081_00000_d_0000001,Are there bus objects in this area?,negative,no,no,no,True,0.703865,703,32,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,full,-5,-5dB,0000081_00000_d_0000001,Are there bus objects in this area?,negative,no,no,no,True,0.629470,714,100,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,full,0,0dB,0000081_00000_d_0000001,Are there bus objects in this area?,negative,no,no,no,True,0.634070,714,100,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,full,5,5dB,0000081_00000_d_0000001,Are there bus objects in this area?,negative,no,no,no,True,0.515612,714,100,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,full,10,10dB,0000081_00000_d_0000001,Are there bus objects in this area?,negative,no,no,no,True,0.515444,714,100,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,full,15,15dB,0000081_00000_d_0000001,Are there bus objects in this area?,negative,no,no,no,True,0.614122,714,100,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,full,20,20dB,0000081_00000_d_0000001,Are there bus objects in this area?,negative,no,no,no,True,0.583893,714,100,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,1,-5,-5dB,0000103_00502_d_0000027,Are there car objects in this area?,positive,yes,Yes,yes,True,0.297791,722,1,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,1,0,0dB,0000103_00502_d_0000027,Are there car objects in this area?,positive,yes,No,no,False,0.317446,722,1,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,1,5,5dB,0000103_00502_d_0000027,Are there car objects in this area?,positive,yes,Yes,yes,True,0.447874,722,1,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,1,10,10dB,0000103_00502_d_0000027,Are there car objects in this area?,positive,yes,Yes,yes,True,0.447843,722,1,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,1,15,15dB,0000103_00502_d_0000027,Are there car objects in this area?,positive,yes,Yes,yes,True,0.380833,722,1,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,1,20,20dB,0000103_00502_d_0000027,Are there car objects in this area?,positive,yes,Yes,yes,True,0.415012,722,1,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,2,-5,-5dB,0000103_00502_d_0000027,Are there car objects in this area?,positive,yes,Yes,yes,True,0.298841,736,2,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,2,0,0dB,0000103_00502_d_0000027,Are there car objects in this area?,positive,yes,no,no,False,0.289756,736,2,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,2,5,5dB,0000103_00502_d_0000027,Are there car objects in this area?,positive,yes,Yes,yes,True,0.371275,736,2,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,2,10,10dB,0000103_00502_d_0000027,Are there car objects in this area?,positive,yes,Yes,yes,True,0.371255,736,2,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,2,15,15dB,0000103_00502_d_0000027,Are there car objects in this area?,positive,yes,Yes,yes,True,0.333287,736,2,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,2,20,20dB,0000103_00502_d_0000027,Are there car objects in this area?,positive,yes,Yes,yes,True,0.324531,736,2,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,4,-5,-5dB,0000103_00502_d_0000027,Are there car objects in this area?,positive,yes,Yes,yes,True,0.298921,736,3,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,4,0,0dB,0000103_00502_d_0000027,Are there car objects in this area?,positive,yes,no,no,False,0.264769,736,3,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,4,5,5dB,0000103_00502_d_0000027,Are there car objects in this area?,positive,yes,Yes,yes,True,0.352470,736,3,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,4,10,10dB,0000103_00502_d_0000027,Are there car objects in this area?,positive,yes,Yes,yes,True,0.362785,736,3,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,4,15,15dB,0000103_00502_d_0000027,Are there car objects in this area?,positive,yes,Yes,yes,True,0.313982,736,3,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,4,20,20dB,0000103_00502_d_0000027,Are there car objects in this area?,positive,yes,Yes,yes,True,0.316251,736,3,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,8,-5,-5dB,0000103_00502_d_0000027,Are there car objects in this area?,positive,yes,Yes,yes,True,0.281380,736,3,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,8,0,0dB,0000103_00502_d_0000027,Are there car objects in this area?,positive,yes,Yes,yes,True,0.281378,736,3,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,8,5,5dB,0000103_00502_d_0000027,Are there car objects in this area?,positive,yes,Yes,yes,True,0.408919,736,3,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,8,10,10dB,0000103_00502_d_0000027,Are there car objects in this area?,positive,yes,Yes,yes,True,0.379233,736,3,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,8,15,15dB,0000103_00502_d_0000027,Are there car objects in this area?,positive,yes,Yes,yes,True,0.322155,736,3,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,8,20,20dB,0000103_00502_d_0000027,Are there car objects in this area?,positive,yes,Yes,yes,True,0.306220,736,3,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,16,-5,-5dB,0000103_00502_d_0000027,Are there car objects in this area?,positive,yes,no,no,False,0.281399,736,3,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,16,0,0dB,0000103_00502_d_0000027,Are there car objects in this area?,positive,yes,no,no,False,0.334397,736,3,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,16,5,5dB,0000103_00502_d_0000027,Are there car objects in this area?,positive,yes,Yes,yes,True,0.399557,736,3,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,16,10,10dB,0000103_00502_d_0000027,Are there car objects in this area?,positive,yes,Yes,yes,True,0.324440,736,3,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,16,15,15dB,0000103_00502_d_0000027,Are there car objects in this area?,positive,yes,Yes,yes,True,0.316231,736,3,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,16,20,20dB,0000103_00502_d_0000027,Are there car objects in this area?,positive,yes,Yes,yes,True,0.316245,736,3,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,32,-5,-5dB,0000103_00502_d_0000027,Are there car objects in this area?,positive,yes,no,no,False,0.279327,736,3,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,32,0,0dB,0000103_00502_d_0000027,Are there car objects in this area?,positive,yes,no,no,False,0.289811,736,3,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,32,5,5dB,0000103_00502_d_0000027,Are there car objects in this area?,positive,yes,Yes,yes,True,0.352440,736,3,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,32,10,10dB,0000103_00502_d_0000027,Are there car objects in this area?,positive,yes,Yes,yes,True,0.362762,736,3,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,32,15,15dB,0000103_00502_d_0000027,Are there car objects in this area?,positive,yes,Yes,yes,True,0.313915,736,3,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,32,20,20dB,0000103_00502_d_0000027,Are there car objects in this area?,positive,yes,Yes,yes,True,0.334488,736,3,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,full,-5,-5dB,0000103_00502_d_0000027,Are there car objects in this area?,positive,yes,no,no,False,0.272286,736,3,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,full,0,0dB,0000103_00502_d_0000027,Are there car objects in this area?,positive,yes,Yes,yes,True,0.307186,736,3,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,full,5,5dB,0000103_00502_d_0000027,Are there car objects in this area?,positive,yes,Yes,yes,True,0.407463,736,3,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,full,10,10dB,0000103_00502_d_0000027,Are there car objects in this area?,positive,yes,Yes,yes,True,0.389616,736,3,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,full,15,15dB,0000103_00502_d_0000027,Are there car objects in this area?,positive,yes,Yes,yes,True,0.352416,736,3,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,full,20,20dB,0000103_00502_d_0000027,Are there car objects in this area?,positive,yes,Yes,yes,True,0.362874,736,3,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,1,-5,-5dB,0000103_00502_d_0000027,Are there awning-tricycle objects in this area?,negative,no,no,no,True,0.690920,696,1,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,1,0,0dB,0000103_00502_d_0000027,Are there awning-tricycle objects in this area?,negative,no,no,no,True,0.674953,696,1,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,1,5,5dB,0000103_00502_d_0000027,Are there awning-tricycle objects in this area?,negative,no,no,no,True,0.556777,696,1,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,1,10,10dB,0000103_00502_d_0000027,Are there awning-tricycle objects in this area?,negative,no,no,no,True,0.618971,696,1,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,1,15,15dB,0000103_00502_d_0000027,Are there awning-tricycle objects in this area?,negative,no,no,no,True,0.683334,696,1,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
rician,1,20,20dB,0000103_00502_d_0000027,Are there awning-tricycle objects in this area?,negative,no,no,no,True,0.615252,696,1,/home/qiankun/.cache/huggingface/hub/models--HuggingFaceTB--SmolVLM-Instruct/snapshots/81cd9a775a4d644f2faf4e7becff4559b46b14c7
